Rental Price,Address,No of Bed,No of Bathrooms,Area,Pets Allowed,No of Beds
,"Kantershof 612, 1104 HH Amsterdam, Netherlands",,,,,
€575,"Osdorperweg 937, 1067 SW Amsterdam, Netherlands",,1.0,30 Sq M,,4
,"1154 PP Uitdam, Netherlands",,,,,
€751,"1106 North Holland, Netherlands",,10.0,88 Sq M,,10
,"Brug 11, Singel, 1015 AD Amsterdam, Netherlands",,,,,
"€2,150",,,1.0,100 Sq M,,3
,,,,,,
"€3,347",,,1.0,431 Sq Ft,,Studio
,,,,,,
€619,,,1.0,134 Sq M,,4
,,,,,,
€768,,,1.0,185 Sq M,,4
,,,,,,
€920,,,1.0,850 Sq Ft,,4
,,,,,,
"€5,629",,,1.0,"2,583 Sq Ft",,2
,,,,,,
€715,,,1.0,,,6
,,,,,,
€535,,,2.0,,,8
,,,,,,
"€6,800",,,5.0,,,3
,,,,,,
"€6,995",,,,,,4
,,,,,,
"€1,380",,,,,,2
,,,,,,
"$3,750",2320 Windsong Trail,,2.0,"1,260 Sq Ft",,3
,10304 D K Ranch Road,,,,,
"$4,995",47 Rainey Street,,2.0,"2,166 Sq Ft",,4
,401 Guadalupe Street,,,,,
"$2,110","Wells Branch, US",,1.0,544 Sq Ft,,1
,"1809 Forestglade Drive, Austin, TX 78745, USA",,,,,
"$4,390","10112 Circle Drive, Cedar Valley, Travis County, TX 78736, USA",,2.0,"1,229 Sq Ft",,2
,2807 Ashdale Drive,,,,,
"$1,330",47 Rainey Street,,2.0,"1,109 Sq Ft",,2
,"W Austin, 200 Lavaca Street, Austin, TX 78701, USA",,,,,
"$3,300","13400 Clerk Street, Pflugerville, TX 78660, USA",,2.0,988 Sq Ft,,2
,"Austin, Oak Ridge, US",,,,,
"$8,400","3213 Jewelfish Cove, Travis County, TX 78728, USA",,4.5,"4,381 Sq Ft",,4
,"1007 Edgerly Lane, Pflugerville, TX 78660, USA",,,,,
"$3,100",5916 Kevin Kelly Place,,2.0,"1,380 Sq Ft",,4
,"302 West 38th Street, Austin, TX 78705, USA",,,,,
"$2,354","2500 Burleson Road, Austin, TX 78741, USA",,1.0,729 Sq Ft,,1
,"1703 East Martin Luther King Jr Boulevard, Austin, TX 78722, USA",,,,,
"$7,000",111 Sandra Muraida Way,,2.5,"1,423 Sq Ft",,2
,"Austin, TX",,,,,
"$2,300","Austin, TX",,2.0,"1,472 Sq Ft",,3
,"Austin, TX",,,,,
"$1,190",,,2.0,"1,040 Sq Ft",,2
,,,,,,
"$2,200",,,2.0,"1,632 Sq Ft",,3
,,,,,,
"$1,995",,,2.0,"1,250 Sq Ft",,3
,,,,,,
"$1,780",,,1.0,390 Sq Ft,,2
,,,,,,
$975,,,1.0,499 Sq Ft,,Studio
,,,,,,
$875,,,1.0,"1,302 Sq Ft",,1
,,,,,,
"$3,200",,,1.5,"1,079 Sq Ft",,2
,,,,,,
"$3,995",,,1.0,547 Sq Ft,,1
,,,,,,
"$2,820",,,1.0,592 Sq Ft,,1
,,,,,,
"$1,920",,,1.0,"2,500 Sq Ft",,1
,,,,,,
"$58,950",,,5.0,,,7
,,,,,,
"$13,830","Austin, TX",,2.0,"2,056 Sq Ft",,4
,"unnamed road, Travis County, TX 78714, USA",,,,,
"$2,075","7400 Longford Trail, Austin, TX 78754, USA",,2.0,"2,014 Sq Ft",,Studio
,"4801 Springdale Road, Unit 1110",,,,,
"$2,295","4612 Bennett Avenue, Austin, TX 78751, USA",,1.0,699 Sq Ft,,3
,US,,,,,
"$2,300","1908 East 9th Street, Austin, TX 78702, USA",,2.0,922 Sq Ft,,1
,"8809 Dawnridge Circle, Austin, TX 78757, USA",,,,,
"$2,900","Austin, TX",,1.0,632 Sq Ft,,3
,"9979 Lavon Bend, Austin, TX 78717, USA",,,,,
"$1,065","ΦΚΣ, 2402 Rio Grande Street, Austin, TX 78705, USA",,2.0,"1,400 Sq Ft",,1
,"3304 Dalton Street, Austin, TX 78745, USA",,,,,
"$2,095","Austin, TX",,2.5,"5,079 Sq Ft",,3
,1000 East 5th Street,,,,,
"$1,795","2520 Longview Street, Austin, TX 78705, USA",,1.0,319 Sq Ft,,3
,"Austin, TX",,,,,
"$4,470","5504 Longhorn Landing, Hudson Bend, Travis County, TX 78734, USA",,4.5,"1,752 Sq Ft",,1
,"unnamed road, Travis County, TX 78725, USA",,,,,
"$5,750","908 Rocking Spur Cove, Travis County, TX 78766, USA",,1.0,"2,200 Sq Ft",,5
,"1716 Justin Lane, Austin, TX 78757, USA",,,,,
"$1,185","Austin, US",,2.5,523 Sq Ft,,Studio
,"106 East 30th Street, Austin, TX 78705, USA",,,,,
"$3,190",,,3.0,"1,161 Sq Ft",,3
,,,,,,
"$23,970",,,1.0,"1,900 Sq Ft",,4
,,,,,,
"$1,861",,,2.0,"2,101 Sq Ft",,Studio
,,,,,,
"$3,175",,,3.0,"1,851 Sq Ft",,2
,,,,,,
"$9,120",,,2.0,980 Sq Ft,,3
,,,,,,
"$3,000",,,2.0,654 Sq Ft,,3
,,,,,,
"$2,300",,,2.0,820 Sq Ft,,4
,,,,,,
"$2,100",,,1.5,,,3
,,,,,,
"$2,200",,,1.0,,,3
,,,,,,
$810,,,2.0,,,1
,,,,,,
"$1,950",,,,,,2
,,,,,,
"$3,750",2320 Windsong Trail,,2.0,"1,260 Sq Ft",,3
,10304 D K Ranch Road,,,,,
"$4,995",47 Rainey Street,,2.0,"2,166 Sq Ft",,4
,401 Guadalupe Street,,,,,
"$2,110","Wells Branch, US",,1.0,544 Sq Ft,,1
,"1809 Forestglade Drive, Austin, TX 78745, USA",,,,,
"$4,390","10112 Circle Drive, Cedar Valley, Travis County, TX 78736, USA",,2.0,"1,229 Sq Ft",,2
,2807 Ashdale Drive,,,,,
"$1,330",47 Rainey Street,,2.0,"1,109 Sq Ft",,2
,"W Austin, 200 Lavaca Street, Austin, TX 78701, USA",,,,,
"$3,300","13400 Clerk Street, Pflugerville, TX 78660, USA",,2.0,988 Sq Ft,,2
,"Austin, Oak Ridge, US",,,,,
"$8,400","3213 Jewelfish Cove, Travis County, TX 78728, USA",,4.5,"4,381 Sq Ft",,4
,"1007 Edgerly Lane, Pflugerville, TX 78660, USA",,,,,
"$3,100",5916 Kevin Kelly Place,,2.0,"1,380 Sq Ft",,4
,"302 West 38th Street, Austin, TX 78705, USA",,,,,
"$2,354","2500 Burleson Road, Austin, TX 78741, USA",,1.0,729 Sq Ft,,1
,"1703 East Martin Luther King Jr Boulevard, Austin, TX 78722, USA",,,,,
"$7,000",111 Sandra Muraida Way,,2.5,"1,423 Sq Ft",,2
,"Austin, TX",,,,,
"$2,300","Austin, TX",,2.0,"1,472 Sq Ft",,3
,"Austin, TX",,,,,
"$1,190",,,2.0,"1,040 Sq Ft",,2
,,,,,,
"$2,200",,,2.0,"1,632 Sq Ft",,3
,,,,,,
"$1,995",,,2.0,"1,250 Sq Ft",,3
,,,,,,
"$1,780",,,1.0,390 Sq Ft,,2
,,,,,,
$975,,,1.0,499 Sq Ft,,Studio
,,,,,,
$875,,,1.0,"1,302 Sq Ft",,1
,,,,,,
"$3,200",,,1.5,"1,079 Sq Ft",,2
,,,,,,
"$3,995",,,1.0,547 Sq Ft,,1
,,,,,,
"$2,820",,,1.0,592 Sq Ft,,1
,,,,,,
"$1,920",,,1.0,"2,500 Sq Ft",,1
,,,,,,
"$58,950",,,5.0,,,7
,,,,,,
"$13,830","Austin, TX",,2.0,"2,056 Sq Ft",,4
,"unnamed road, Travis County, TX 78714, USA",,,,,
"$2,075","7400 Longford Trail, Austin, TX 78754, USA",,2.0,"2,014 Sq Ft",,Studio
,"4801 Springdale Road, Unit 1110",,,,,
"$2,295","4612 Bennett Avenue, Austin, TX 78751, USA",,1.0,699 Sq Ft,,3
,US,,,,,
"$2,300","1908 East 9th Street, Austin, TX 78702, USA",,2.0,922 Sq Ft,,1
,"8809 Dawnridge Circle, Austin, TX 78757, USA",,,,,
"$2,900","Austin, TX",,1.0,632 Sq Ft,,3
,"9979 Lavon Bend, Austin, TX 78717, USA",,,,,
"$1,065","ΦΚΣ, 2402 Rio Grande Street, Austin, TX 78705, USA",,2.0,"1,400 Sq Ft",,1
,"3304 Dalton Street, Austin, TX 78745, USA",,,,,
"$2,095","Austin, TX",,2.5,"5,079 Sq Ft",,3
,1000 East 5th Street,,,,,
"$1,795","2520 Longview Street, Austin, TX 78705, USA",,1.0,319 Sq Ft,,3
,"Austin, TX",,,,,
"$4,470","5504 Longhorn Landing, Hudson Bend, Travis County, TX 78734, USA",,4.5,"1,752 Sq Ft",,1
,"unnamed road, Travis County, TX 78725, USA",,,,,
"$5,750","908 Rocking Spur Cove, Travis County, TX 78766, USA",,1.0,"2,200 Sq Ft",,5
,"1716 Justin Lane, Austin, TX 78757, USA",,,,,
"$1,185","Austin, US",,2.5,523 Sq Ft,,Studio
,"106 East 30th Street, Austin, TX 78705, USA",,,,,
"$3,190",,,3.0,"1,161 Sq Ft",,3
,,,,,,
"$23,970",,,1.0,"1,900 Sq Ft",,4
,,,,,,
"$1,861",,,2.0,"2,101 Sq Ft",,Studio
,,,,,,
"$3,175",,,3.0,"1,851 Sq Ft",,2
,,,,,,
"$9,120",,,2.0,980 Sq Ft,,3
,,,,,,
"$3,000",,,2.0,654 Sq Ft,,3
,,,,,,
"$2,300",,,2.0,820 Sq Ft,,4
,,,,,,
"$2,100",,,1.5,,,3
,,,,,,
"$2,200",,,1.0,,,3
,,,,,,
$810,,,2.0,,,1
,,,,,,
"$1,950",,,,,,2
,,,,,,
"$3,750",2320 Windsong Trail,,2.0,"1,260 Sq Ft",,3
,10304 D K Ranch Road,,,,,
"$4,995",47 Rainey Street,,2.0,"2,166 Sq Ft",,4
,401 Guadalupe Street,,,,,
"$2,110","Wells Branch, US",,1.0,544 Sq Ft,,1
,"1809 Forestglade Drive, Austin, TX 78745, USA",,,,,
"$4,390","10112 Circle Drive, Cedar Valley, Travis County, TX 78736, USA",,2.0,"1,229 Sq Ft",,2
,2807 Ashdale Drive,,,,,
"$1,330",47 Rainey Street,,2.0,"1,109 Sq Ft",,2
,"W Austin, 200 Lavaca Street, Austin, TX 78701, USA",,,,,
"$3,300","13400 Clerk Street, Pflugerville, TX 78660, USA",,2.0,988 Sq Ft,,2
,"Austin, Oak Ridge, US",,,,,
"$8,400","3213 Jewelfish Cove, Travis County, TX 78728, USA",,4.5,"4,381 Sq Ft",,4
,"1007 Edgerly Lane, Pflugerville, TX 78660, USA",,,,,
"$3,100",5916 Kevin Kelly Place,,2.0,"1,380 Sq Ft",,4
,"302 West 38th Street, Austin, TX 78705, USA",,,,,
"$2,354","2500 Burleson Road, Austin, TX 78741, USA",,1.0,729 Sq Ft,,1
,"1703 East Martin Luther King Jr Boulevard, Austin, TX 78722, USA",,,,,
"$7,000",111 Sandra Muraida Way,,2.5,"1,423 Sq Ft",,2
,"Austin, TX",,,,,
"$2,300","Austin, TX",,2.0,"1,472 Sq Ft",,3
,"Austin, TX",,,,,
"$1,190",,,2.0,"1,040 Sq Ft",,2
,,,,,,
"$2,200",,,2.0,"1,632 Sq Ft",,3
,,,,,,
"$1,995",,,2.0,"1,250 Sq Ft",,3
,,,,,,
"$1,780",,,1.0,390 Sq Ft,,2
,,,,,,
$975,,,1.0,499 Sq Ft,,Studio
,,,,,,
$875,,,1.0,"1,302 Sq Ft",,1
,,,,,,
"$3,200",,,1.5,"1,079 Sq Ft",,2
,,,,,,
"$3,995",,,1.0,547 Sq Ft,,1
,,,,,,
"$2,820",,,1.0,592 Sq Ft,,1
,,,,,,
"$1,920",,,1.0,"2,500 Sq Ft",,1
,,,,,,
"$58,950",,,5.0,,,7
,,,,,,
"$13,830","Austin, TX",,2.0,"2,056 Sq Ft",,4
,"unnamed road, Travis County, TX 78714, USA",,,,,
"$2,075","7400 Longford Trail, Austin, TX 78754, USA",,2.0,"2,014 Sq Ft",,Studio
,"4801 Springdale Road, Unit 1110",,,,,
"$2,295","4612 Bennett Avenue, Austin, TX 78751, USA",,1.0,699 Sq Ft,,3
,US,,,,,
"$2,300","1908 East 9th Street, Austin, TX 78702, USA",,2.0,922 Sq Ft,,1
,"8809 Dawnridge Circle, Austin, TX 78757, USA",,,,,
"$2,900","Austin, TX",,1.0,632 Sq Ft,,3
,"9979 Lavon Bend, Austin, TX 78717, USA",,,,,
"$1,065","ΦΚΣ, 2402 Rio Grande Street, Austin, TX 78705, USA",,2.0,"1,400 Sq Ft",,1
,"3304 Dalton Street, Austin, TX 78745, USA",,,,,
"$2,095","Austin, TX",,2.5,"5,079 Sq Ft",,3
,1000 East 5th Street,,,,,
"$1,795","2520 Longview Street, Austin, TX 78705, USA",,1.0,319 Sq Ft,,3
,"Austin, TX",,,,,
"$4,470","5504 Longhorn Landing, Hudson Bend, Travis County, TX 78734, USA",,4.5,"1,752 Sq Ft",,1
,"unnamed road, Travis County, TX 78725, USA",,,,,
"$5,750","908 Rocking Spur Cove, Travis County, TX 78766, USA",,1.0,"2,200 Sq Ft",,5
,"1716 Justin Lane, Austin, TX 78757, USA",,,,,
"$1,185","Austin, US",,2.5,523 Sq Ft,,Studio
,"106 East 30th Street, Austin, TX 78705, USA",,,,,
"$3,190",,,3.0,"1,161 Sq Ft",,3
,,,,,,
"$23,970",,,1.0,"1,900 Sq Ft",,4
,,,,,,
"$1,861",,,2.0,"2,101 Sq Ft",,Studio
,,,,,,
"$3,175",,,3.0,"1,851 Sq Ft",,2
,,,,,,
"$9,120",,,2.0,980 Sq Ft,,3
,,,,,,
"$3,000",,,2.0,654 Sq Ft,,3
,,,,,,
"$2,300",,,2.0,820 Sq Ft,,4
,,,,,,
"$2,100",,,1.5,,,3
,,,,,,
"$2,200",,,1.0,,,3
,,,,,,
$810,,,2.0,,,1
,,,,,,
"$1,950",,,,,,2
,,,,,,
"$3,750",2320 Windsong Trail,,2.0,"1,260 Sq Ft",,3
,10304 D K Ranch Road,,,,,
"$4,995",47 Rainey Street,,2.0,"2,166 Sq Ft",,4
,401 Guadalupe Street,,,,,
"$2,110","Wells Branch, US",,1.0,544 Sq Ft,,1
,"1809 Forestglade Drive, Austin, TX 78745, USA",,,,,
"$4,390","10112 Circle Drive, Cedar Valley, Travis County, TX 78736, USA",,2.0,"1,229 Sq Ft",,2
,2807 Ashdale Drive,,,,,
"$1,330",47 Rainey Street,,2.0,"1,109 Sq Ft",,2
,"W Austin, 200 Lavaca Street, Austin, TX 78701, USA",,,,,
"$3,300","13400 Clerk Street, Pflugerville, TX 78660, USA",,2.0,988 Sq Ft,,2
,"Austin, Oak Ridge, US",,,,,
"$8,400","3213 Jewelfish Cove, Travis County, TX 78728, USA",,4.5,"4,381 Sq Ft",,4
,"1007 Edgerly Lane, Pflugerville, TX 78660, USA",,,,,
"$3,100",5916 Kevin Kelly Place,,2.0,"1,380 Sq Ft",,4
,"302 West 38th Street, Austin, TX 78705, USA",,,,,
"$2,354","2500 Burleson Road, Austin, TX 78741, USA",,1.0,729 Sq Ft,,1
,"1703 East Martin Luther King Jr Boulevard, Austin, TX 78722, USA",,,,,
"$7,000",111 Sandra Muraida Way,,2.5,"1,423 Sq Ft",,2
,"Austin, TX",,,,,
"$2,300","Austin, TX",,2.0,"1,472 Sq Ft",,3
,"Austin, TX",,,,,
"$1,190",,,2.0,"1,040 Sq Ft",,2
,,,,,,
"$2,200",,,2.0,"1,632 Sq Ft",,3
,,,,,,
"$1,995",,,2.0,"1,250 Sq Ft",,3
,,,,,,
"$1,780",,,1.0,390 Sq Ft,,2
,,,,,,
$975,,,1.0,499 Sq Ft,,Studio
,,,,,,
$875,,,1.0,"1,302 Sq Ft",,1
,,,,,,
"$3,200",,,1.5,"1,079 Sq Ft",,2
,,,,,,
"$3,995",,,1.0,547 Sq Ft,,1
,,,,,,
"$2,820",,,1.0,592 Sq Ft,,1
,,,,,,
"$1,920",,,1.0,"2,500 Sq Ft",,1
,,,,,,
"$58,950",,,5.0,,,7
,,,,,,
"$1,305 - $2,005","Oakville Apartments
7011 W. Parmer Ln, Austin, TX 78729","1 - 4
bed","1 - 2
bath","650 - 1,592sqft
650 - 1,592 square feet","PetsOK
pet friendly policy",
"$1,600","403 E 32nd St Unit B
Austin, TX 78705","2
bed","1
bath","630sqft
630 square feet","PetsOK
pet friendly policy",
"$1,155 - $1,650","Sullivan
2601 Scofield Ridge Pkwy, Austin, TX 78727","1 - 3
bed","1 - 2
bath","649 - 1,344sqft
649 - 1,344 square feet","PetsOK
pet friendly policy",
"$989 - $1,599","Melrose Trail
13005 Heinemann Dr, Austin, TX 78727","1 - 2
bed","1 - 2
bath","550 - 900sqft
550 - 900 square feet","PetsOK
pet friendly policy",
"$1,399 - $2,979","Camden Gaines Ranch
4424 Gaines Ranch Loop, Austin, TX 78735","1 - 2
bed","1 - 2
bath","740 - 1,656sqft
740 - 1,656 square feet","PetsOK
pet friendly policy",
"$1,239 - $2,299","Camden Stoneleigh
4825 Davis Ln, Austin, TX 78749","1 - 3
bed","1 - 2
bath","692 - 1,436sqft
692 - 1,436 square feet","PetsOK
pet friendly policy",
"$1,139 - $1,829","Camden Shadow Brook
811 Slaughter Ln W, Austin, TX 78748","1 - 3
bed","1 - 2
bath","640 - 1,327sqft
640 - 1,327 square feet","PetsOK
pet friendly policy",
"$1,079 - $2,139","Camden Amber Oaks
9001 Amberglen Blvd, Austin, TX 78729","1 - 3
bed","1 - 2
bath","643 - 1,356sqft
643 - 1,356 square feet","PetsOK
pet friendly policy",
"$1,289 - $2,649","Camden Lamar Heights
5400 N Lamar Blvd, Austin, TX 78751","1 - 2
bed","1 - 2
bath","630 - 1,481sqft
630 - 1,481 square feet","PetsOK
pet friendly policy",
"$1,559 - $3,279","Camden Rainey Street
91 Rainey Street, Austin, TX 78701","Studio - 2
bed","1 - 2
bath","522 - 1,334sqft
522 - 1,334 square feet","PetsOK
pet friendly policy",
"$1,299 - $1,569","Bridge at Volente
11908 Anderson Mill Rd, Austin, TX 78726","1 - 3
bed","1 - 2
bath","690 - 1,116sqft
690 - 1,116 square feet","PetsOK
pet friendly policy",
"$1,229 - $1,799","Camden Huntingdon
12349 Metric Blvd, Austin, TX 78758","1 - 2
bed","1 - 2
bath","703 - 1,101sqft
703 - 1,101 square feet","PetsOK
pet friendly policy",
"$1,099 - $1,769","Preserve at Wells Branch
1773 Wells Branch Pkwy, Austin, TX 78728","1 - 2
bed","1 - 2
bath","562 - 1,027sqft
562 - 1,027 square feet","PetsOK
pet friendly policy",
"$1,319 - $1,749","The Lucent
12201 Dessau Rd, Austin, TX 78754","Studio - 2
bed","1 - 2
bath","657 - 1,152sqft
657 - 1,152 square feet","PetsOK
pet friendly policy",
"$1,159 - $2,492","MLK Highline
2832 E Martin Luther King Jr Blvd, Austin, TX 78702","Studio - 2
bed","1 - 2
bath","572 - 1,104sqft
572 - 1,104 square feet","PetsOK
pet friendly policy",
"$1,279 - $1,879","The Haywood Apartments
600 E Farm to Market # 1626, Austin, TX 78748","1 - 2
bed","1 - 2
bath","624 - 1,197sqft
624 - 1,197 square feet","PetsOK
pet friendly policy",
"$1,112 - $1,537","Saratoga Ridge
6307 Bluff Springs Rd, Austin, TX 78744","1 - 2
bed","1 - 2
bath","650 - 1,116sqft
650 - 1,116 square feet","PetsOK
pet friendly policy",
"$1,429 - $2,039","Agave at South Congress
625 E Stassney Lane, Austin, TX 78745","1 - 3
bed","1 - 2
bath","700 - 1,328sqft
700 - 1,328 square feet","PetsOK
pet friendly policy",
"$2,381 - $3,876","AMLI on 2ND
421 W 3rd St, Austin, TX 78701","1 - 2
bed","1 - 2
bath","626 - 1,380sqft
626 - 1,380 square feet","PetsOK
pet friendly policy",
"$1,199 - $1,959","Arbors at Tallwood
8810 Tallwood Dr, Austin, TX 78759","1 - 3
bed","1 - 2.5
bath","700 - 1,354sqft
700 - 1,354 square feet","PetsOK
pet friendly policy",
"$1,303 - $2,514","The View at Belterra
168 Belterra Village Way, Austin, TX 78737","1 - 3
bed","1 - 3.5
bath","528 - 1,717sqft
528 - 1,717 square feet","PetsOK
pet friendly policy",
"$1,269 - $2,189","Bridge at Canyon Creek
9009 N FM 620, Austin, TX 78726","1 - 3
bed","1 - 3
bath","711 - 1,540sqft
711 - 1,540 square feet","PetsOK
pet friendly policy",
"$1,663 - $6,002","AMLI South Shore
1620 E Riverside Drive, Austin, TX 78741","Studio - 3
bed","3
bath","631 - 2,451sqft
631 - 2,451 square feet","PetsOK
pet friendly policy",
"$1,329 - $1,889","The Royce
8100 Anderson Mill Rd, Austin, TX 78729","1 - 2
bed","1 - 2
bath","624 - 1,186sqft
624 - 1,186 square feet","PetsOK
pet friendly policy",
"$1,358 - $2,840","AVE Austin North Lamar
7400 N Lamar Blvd, Austin, TX 78752","Studio - 2
bed","1 - 2
bath","552 - 1,155sqft
552 - 1,155 square feet","PetsOK
pet friendly policy",
"$1,159 - $2,328","Ellis Highline
6324 N Lamar Blvd, Austin, TX 78752","Studio - 2
bed","1 - 2
bath","562 - 962sqft
562 - 962 square feet","PetsOK
pet friendly policy",
"$1,315 - $2,645","Alta Blue Goose
8110 Blue Goose Rd, Manor, TX 78653","Studio - 3
bed","1 - 3
bath","582 - 1,580sqft
582 - 1,580 square feet","PetsOK
pet friendly policy",
"$1,200 - $1,795","Bridge at Indigo
10800 Lakeline Blvd, Austin, TX 78717","1 - 2
bed","1 - 2
bath","657 - 1,204sqft
657 - 1,204 square feet","PetsOK
pet friendly policy",
"$1,215 - $1,795","Milan
1720 Wells Branch Pkwy, Austin, TX 78728","1 - 3
bed","1 - 2
bath","769 - 1,251sqft
769 - 1,251 square feet","PetsOK
pet friendly policy",
"$1,406 - $3,913","AMLI Lakeline
13500 Lyndhurst St, Austin, TX 78717","Studio - 3
bed","1 - 3
bath","504 - 1,938sqft
504 - 1,938 square feet","PetsOK
pet friendly policy",
"$1,370 - $3,125","AMLI Covered Bridge
8715 W Highway 71, Austin, TX 78735","1 - 3
bed","2
bath","677 - 2,081sqft
677 - 2,081 square feet","PetsOK
pet friendly policy",
"$1,170 - $2,085","Alister Oak Hill
8800 US-290, Austin, TX 78736","1 - 3
bed","1 - 2
bath","899 - 1,313sqft
899 - 1,313 square feet","PetsOK
pet friendly policy",
"$2,386 - $2,886","Bee Caves Vistas Townehomes
6508 Steep Cactus Trl, Austin, TX 78735","3
bed","2.5
bath","1,396 - 1,628sqft
1,396 - 1,628 square feet","PetsOK
pet friendly policy",
"$1,219 - $1,569","Bridge at Tech Ridge
12800 Center Lake Dr, Austin, TX 78753","1 - 2
bed","1 - 2
bath","565 - 1,045sqft
565 - 1,045 square feet","PetsOK
pet friendly policy",
"$1,690","11915 Thompkins Dr
Austin, TX 78753","3
bed","2
bath","1,040sqft
1,040 square feet",,
"$1,599 - $2,295","Bridge at Goodnight Ranch
9005 Alderman Dr, Austin, TX 78747","1 - 3
bed","1 - 2.5
bath","633 - 1,383sqft
633 - 1,383 square feet",,
"$1,099 - $1,879","Bridge at Terracina
8100 N Mopac Expwy, Austin, TX 78759","1 - 3
bed","1 - 2
bath","702 - 1,343sqft
702 - 1,343 square feet",,
"$1,788 - $3,456","AMLI Eastside
1000 San Marcos St, Austin, TX 78702","1 - 2
bed","2
bath","670 - 1,777sqft
670 - 1,777 square feet",,
"$1,149 - $1,879","Bridge at Ribelin Ranch
9900 McNeil Drive, Austin, TX 78750","1 - 3
bed","1 - 2.5
bath","747 - 1,501sqft
747 - 1,501 square feet",,
"$1,699 - $2,765","Mosaic at Mueller
4600 Mueller Blvd, Austin, TX 78723","1 - 3
bed","1 - 2
bath","591 - 1,761sqft
591 - 1,761 square feet",,
"$1,156 - $2,306","Caliza
12638 Ridgeline Blvd, Cedar Park, TX 78613","Studio - 3
bed","1 - 2
bath","621 - 1,401sqft
621 - 1,401 square feet",,
"$1,159 - $1,499","Bridge at Davenport Place
13301 Dessau Rd, Austin, TX 78754","1 - 2
bed","1 - 2
bath","722 - 1,052sqft
722 - 1,052 square feet",,
"$250,000","5613 Kleberg Trl
Austin, TX 78747","3
bed","2
bath","1,643sqft
1,643 square feet",,
"$332,415","Tartini Plan, Longview 40s - Alley Community
Austin, TX 78617","3
bed","2.5
bath","1,692sqft
1,692 square feet",,
"$672,990","Edwards Plan, Rees Landing Estates Community
Spicewood, TX 78669","4
bed","3
bath","2,824sqft
2,824 square feet",,
"$1,679 - $3,645","AMLI 300
300 N Lamar Blvd, Austin, TX 78703","Studio - 2
bed","1 - 3
bath","530 - 1,685sqft
530 - 1,685 square feet","PetsOK
pet friendly policy",
"$1,249 - $2,099","Bridge at Balcones
12215 Hunters Chase Dr, Austin, TX 78729","1 - 3
bed","1 - 2
bath","717 - 1,481sqft
717 - 1,481 square feet",,
"$1,188 - $1,637","Reserve at Springdale
5605 Springdale Rd, Austin, TX 78723","1 - 3
bed","1 - 2
bath","671 - 1,202sqft
671 - 1,202 square feet",,
"$250,000","5613 Kleberg Trl
Austin, TX 78747","3
bed","2
bath","1,643sqft
1,643 square feet",,
"$332,415","Tartini Plan, Longview 40s - Alley Community
Austin, TX 78617","3
bed","2.5
bath","1,692sqft
1,692 square feet",,
"$672,990","Edwards Plan, Rees Landing Estates Community
Spicewood, TX 78669","4
bed","3
bath","2,824sqft
2,824 square feet",,
"$1,495","9508 Kempler Dr Apt C
Austin, TX 78748","2
bed","2
bath","920sqft
920 square feet","PetsOK
pet friendly policy",
"$2,050","9525 N Capital of Texas Hwy Unit 431
Austin, TX 78759","2
bed","2
bath","1,183sqft
1,183 square feet","PetsOK
pet friendly policy",
"$1,650","13209 Coomes Dr
Del Valle, TX 78617","3
bed","2.5
bath","1,276sqft
1,276 square feet","PetsOK
pet friendly policy",
"$250,000","5613 Kleberg Trl
Austin, TX 78747","3
bed","2
bath","1,643sqft
1,643 square feet",,
"$332,415","Tartini Plan, Longview 40s - Alley Community
Austin, TX 78617","3
bed","2.5
bath","1,692sqft
1,692 square feet",,
"$672,990","Edwards Plan, Rees Landing Estates Community
Spicewood, TX 78669","4
bed","3
bath","2,824sqft
2,824 square feet",,
"$2,300","11313 Culzean Castle Dr
Austin, TX 78717","4
bed","3
bath","1,975sqft
1,975 square feet","PetsOK
pet friendly policy",
"$1,695","5802 Cougar Dr Apt B
Austin, TX 78745","2
bed","1
bath","780sqft
780 square feet","PetsOK
pet friendly policy",
"$1,352 - $1,603","Hillside on Cannon
2202 E William Cannon Dr, Austin, TX 78744","2 - 4
bed","2
bath","926 - 1,193sqft
926 - 1,193 square feet","PetsOK
pet friendly policy",
"$250,000","5613 Kleberg Trl
Austin, TX 78747","3
bed","2
bath","1,643sqft
1,643 square feet",,
"$332,415","Tartini Plan, Longview 40s - Alley Community
Austin, TX 78617","3
bed","2.5
bath","1,692sqft
1,692 square feet",,
"$672,990","Edwards Plan, Rees Landing Estates Community
Spicewood, TX 78669","4
bed","3
bath","2,824sqft
2,824 square feet",,
"$1,220 - $2,166","Tacara Steiner Ranch
4306 N Quinlan Park Rd, Austin, TX 78732","1 - 3
bed","1 - 2
bath","624 - 1,393sqft
624 - 1,393 square feet","PetsOK
pet friendly policy",
"$2,450","1306 Daytona Dr
Austin, TX 78733","3
bed","2
bath","1,412sqft
1,412 square feet","PetsOK
pet friendly policy",
"$2,000","5612 Mesquite Grove Rd
Austin, TX 78744","4
bed","2
bath","1,646sqft
1,646 square feet",,
"$250,000","5613 Kleberg Trl
Austin, TX 78747","3
bed","2
bath","1,643sqft
1,643 square feet",,
"$332,415","Tartini Plan, Longview 40s - Alley Community
Austin, TX 78617","3
bed","2.5
bath","1,692sqft
1,692 square feet",,
"$672,990","Edwards Plan, Rees Landing Estates Community
Spicewood, TX 78669","4
bed","3
bath","2,824sqft
2,824 square feet",,
