Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Bed,No of Bathrooms,Area,Pets Allowed,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Bed,No of Bathrooms,Area,Pets Allowed,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Bed,No of Bathrooms,Area,Pets Allowed,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Bed,No of Bathrooms,Area,Pets Allowed,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area
"€7,329",,3,1.0,119 Sq M,"$1,190",,2,2.0,"1,040 Sq Ft","$1,995","4905 Irvine Ln
Del Valle, TX 78617","4
bed","2
bath","1,490sqft
1,490 square feet",,"£2,184",,4,2.0,,"$8,482",,2,1.0,,"$3,240",,3.0,1.0,"1,300 Sq Ft",,,,,,,"$11,790",,Studio,1.0,512 Sq Ft,"$2,750",,2,2.0,"1,010 Sq Ft","$14,040",,4.0,3.0,"2,500 Sq Ft","$399,000","5525 Glen Forest Ln
Dallas, TX 75241","4
bed","3.5
bath","2,910sqft
2,910 square feet",,€710,,3,1.0,23 Sq M,"£1,650",,2,2.0,,"$7,800",,5.0,3.0,"2,235 Sq Ft",,,,,,,"$19,153",,3,1.0,,"$11,850",,4,3.0,"1,827 Sq Ft","€2,500",,Studio,1.0,30 Sq M,"$11,970",,5,5.0,"3,250 Sq Ft",$975,,1,1.0,,"$6,248",,4,3.0,,"$8,756",,2,4.0,,"¥835,114",,1,1.0,183 Sq Ft,"$7,908",,Studio,1.0,"1,300 Sq Ft","$3,628",,1.0,1.0,,"$2,000",,3,2.5,"1,923 Sq Ft"
,,,,,,,,,,"$250,000","5613 Kleberg Trl
Austin, TX 78747","3
bed","2
bath","1,643sqft
1,643 square feet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,099 - $1,810","The Courts at Preston Oaks
5400 Preston Oaks Rd, Dallas, TX 75254","1 - 2
bed","1 - 2
bath","621 - 1,085sqft
621 - 1,085 square feet","PetsOK
pet friendly policy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"€3,233",,1,1.0,22 Sq M,"$2,200",,3,2.0,"1,632 Sq Ft","$332,415","Tartini Plan, Longview 40s - Alley Community
Austin, TX 78617","3
bed","2.5
bath","1,692sqft
1,692 square feet",,"£3,066",,3,1.0,,"$77,342",,1,2.0,,"$1,200",,2.0,1.0,"1,217 Sq Ft",,,,,,,"$2,100",,3,2.0,315 Sq Ft,"$2,150",,2,1.0,"1,200 Sq Ft","$3,500",,4.0,3.5,"2,857 Sq Ft","$1,135 - $2,050","Tides on Haverwood
19002 Dallas Pkwy, Dallas, TX 75287","1 - 3
bed","1 - 2
bath","650 - 1,352sqft
650 - 1,352 square feet","PetsOK
pet friendly policy","€2,861",,2,1.0,18 Sq M,£895,,1,2.0,,"$65,000",,4.0,2.0,"3,129 Sq Ft",,,,,,,"$9,668",,3,1.0,,"$3,400",,2,2.0,"1,030 Sq Ft","€2,450",,1,1.0,85 Sq M,"$8,790",,6,5.0,750 Sq Ft,"$6,237",,2,2.0,,"$7,251",,2,1.0,,"$55,362",,5,2.0,,"¥404,508",,Studio,1.0,355 Sq Ft,"$3,995",,1,1.0,"1,797 Sq Ft","$7,582",,2.0,2.0,,"$3,500",,3,2.5,"2,087 Sq Ft"
,,,,,,,,,,"$672,990","Edwards Plan, Rees Landing Estates Community
Spicewood, TX 78669","4
bed","3
bath","2,824sqft
2,824 square feet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$907 - $1,075","Senior Housing - Edgewood Manor
1811 South Blvd, Dallas, TX 75215","1 - 2
bed","1 - 2
bath","450 - 997sqft
450 - 997 square feet","PetsOK
pet friendly policy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"€9,001",,2,1.0,"1,184 Sq Ft","$1,995",,3,2.0,"1,250 Sq Ft","$1,040 - $2,105","Argosy at Crestview
1003 Justin Ln, Austin, TX 78757","1 - 2
bed","1 - 2
bath","512 - 971sqft
512 - 971 square feet","PetsOK
pet friendly policy","£3,276",,6,6.0,,"$14,091",,1,2.0,,"$2,200",,2.0,1.0,805 Sq Ft,,,,,,,"$7,650",,3,3.0,"1,222 Sq Ft","$2,150",,1,1.0,"1,100 Sq Ft","$3,995",,4.0,3.0,"2,694 Sq Ft","$375,000","7704 Hull St
Dallas, TX 75216","3
bed","2
bath","1,500sqft
1,500 square feet",,€899,,1,1.0,80 Sq M,"£3,432",,2,1.0,,"$3,600",,5.0,4.0,"2,150 Sq Ft",,,,,,,"$7,205",,3,1.0,,"$5,850",,3,3.0,"1,698 Sq Ft",€995,,1,1.0,25 Sq M,"$1,550",,1,1.0,"1,630 Sq Ft","$3,329",,3,3.0,,"$5,472",,2,1.0,,"$7,889",,2,6.0,,"¥265,323",,1,1.0,624 Sq Ft,"$1,997",,1,1.0,89 Sq M,"$3,872",,1.0,1.0,,"$1,175",,Studio,1.0,900 Sq Ft
,,,,,,,,,,"$2,400","5418 Shoalwood Ave
Austin, TX 78756","3
bed","2
bath","1,569sqft
1,569 square feet","PetsOK
pet friendly policy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$150,000","11470 Audelia Rd Apt 364
Dallas, TX 75243","3
bed","2
bath","1,237sqft
1,237 square feet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
€623,,3,1.0,8 Sq M,"$1,780",,2,1.0,390 Sq Ft,"$2,100","4407 Silverstone Dr
Austin, TX 78744","3
bed","2
bath","1,274sqft
1,274 square feet",,£996,,2,1.0,,"$7,935",,2,1.0,,"$1,100",,2.0,1.0,"1,764 Sq Ft",,,,,,,"$10,500",,4,2.0,,"$3,200",,3,2.0,"1,450 Sq Ft","$3,500",,4.0,3.0,"2,314 Sq Ft","$399,000","5525 Glen Forest Ln
Dallas, TX 75241","4
bed","3.5
bath","2,910sqft
2,910 square feet",,€740,,4,1.0,32 Sq M,"£1,300",,2,2.0,,"$3,500",,4.0,1.5,"1,930 Sq Ft",,,,,,,"$5,336",,1,1.0,,"$2,600",,1,1.0,775 Sq Ft,"€4,347",,3,2.0,"1,184 Sq Ft","$3,900",,3,2.0,"1,614 Sq Ft","$6,767",,4,1.0,,"$1,000",,2,1.0,,"$28,547",,5,1.0,,"¥1,06M",,1,1.0,140 Sq Ft,"$7,541",,1,1.0,"1,200 Sq Ft","$4,321",,2.0,2.0,,$850,,2,1.0,"3,634 Sq Ft"
,,,,,,,,,,"$250,000","5613 Kleberg Trl
Austin, TX 78747","3
bed","2
bath","1,643sqft
1,643 square feet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,603 - $1,703","Gates De Provence
3613 Frankford Rd, Dallas, TX 75287","1 - 3
bed","1 - 2
bath","760 - 1,325sqft
760 - 1,325 square feet","PetsOK
pet friendly policy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
€768,,3,1.0,"1,507 Sq Ft",$975,,Studio,1.0,499 Sq Ft,"$332,415","Tartini Plan, Longview 40s - Alley Community
Austin, TX 78617","3
bed","2.5
bath","1,692sqft
1,692 square feet",,"£3,692",,6,6.0,,"$10,625",,3,3.0,,"$1,200",,2.0,1.0,"1,200 Sq Ft",,,,,,,"$8,880",,2,1.0,,"$1,800",,2,2.0,"1,200 Sq Ft","$2,265",,3.0,2.0,"1,373 Sq Ft","$995 - $1,285","Prestonwood Hillcrest Apartments
15505 Hillcrest Rd, Dallas, TX 75248","1 - 2
bed","1
bath","504 - 889sqft
504 - 889 square feet",,€740,,3,1.0,15 Sq M,"£1,950",,4,3.0,,"$10,000",,3.0,2.5,"1,645 Sq Ft",,,,,,,"$13,316",,2,1.0,,"$1,900",,1,1.0,636 Sq Ft,€995,,3,1.0,12 Sq M,"$4,125",,Studio,3.0,"1,374 Sq Ft","$2,310",,1,1.0,,"$4,332",,1,1.0,,"$3,238",,1,2.0,,"¥4,14M",,3,1.0,323 Sq Ft,"$6,644",,1,1.0,,"$6,604",,2.0,2.0,,"$2,250",,3,2.0,"1,667 Sq Ft"
,,,,,,,,,,"$672,990","Edwards Plan, Rees Landing Estates Community
Spicewood, TX 78669","4
bed","3
bath","2,824sqft
2,824 square feet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,690 - $5,453","The Taylor Uptown
3100 Carlisle St, Dallas, TX 75204","Studio - 2
bed","1 - 3
bath","567 - 2,061sqft
567 - 2,061 square feet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
€579,,5,1.0,81 Sq M,$875,,1,1.0,"1,302 Sq Ft","$1,409 - $2,115","Monterra
13401 Legendary Dr, Austin, TX 78727","1 - 3
bed","1 - 2
bath","592 - 1,238sqft
592 - 1,238 square feet","PetsOK
pet friendly policy","£1,992",,4,2.0,,"$9,577",,2,1.0,,"$5,250",,1.0,1.0,,,,,,,,"$2,100",,1,3.0,,"$1,300",,Studio,1.0,475 Sq Ft,"$9,420",,3.0,3.0,"2,100 Sq Ft","$375,000","7704 Hull St
Dallas, TX 75216","3
bed","2
bath","1,500sqft
1,500 square feet",,€799,,1,1.0,18 Sq M,"£1,000",,2,1.0,,"$4,000",,3.0,2.0,"2,224 Sq Ft",,,,,,,"$5,290",,1,1.0,,"$3,800",,1,2.0,679 Sq Ft,€975,,4,1.0,64 Sq M,"$20,100",,4,2.5,"2,291 Sq Ft","$4,688",,1,1.0,,"$4,013",,1,2.0,,"$6,293",,3,3.0,,"¥274,022",,1,1.0,538 Sq Ft,"$1,440",,2,3.0,,"$7,174",,1.0,1.0,,"$1,925",,1,1.0,778 Sq Ft
,,,,,,,,,,"$1,180 - $2,646","The Atlantic Grand Oaks
9323 Menchaca Rd, Austin, TX 78748","1 - 4
bed","1 - 2
bath","744 - 1,417sqft
744 - 1,417 square feet","PetsOK
pet friendly policy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$150,000","11470 Audelia Rd Apt 364
Dallas, TX 75243","3
bed","2
bath","1,237sqft
1,237 square feet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"€1,995",,Studio,1.0,,"$3,200",,2,1.5,"1,079 Sq Ft","$5,000","404 Powell Cir Unit B
Austin, TX 78704","3
bed","2.5
bath","1,820sqft
1,820 square feet","PetsOK
pet friendly policy","£3,003",,7,2.0,,"$22,391",,3,1.0,,"$1,599",,1.0,1.0,,,,,,,,"$3,750",,4,1.0,,"$2,200",,3,1.0,"2,000 Sq Ft","$4,295",,3.0,3.5,"2,781 Sq Ft","$399,000","5525 Glen Forest Ln
Dallas, TX 75241","4
bed","3.5
bath","2,910sqft
2,910 square feet",,"€2,500",,1,1.0,,£995,,2,1.0,,"$3,195",,3.0,3.5,"1,317 Sq Ft",,,,,,,"$7,251",,2,2.0,,"$3,699",,4,2.0,"1,478 Sq Ft","€3,245",,1,1.0,269 Sq Ft,"$2,495",,3,2.5,"1,379 Sq Ft","$1,264",,2,2.0,,"$8,893",,4,2.0,,"$19,700",,2,2.0,,"¥556,742",,Studio,,753 Sq Ft,"$5,625",,3,2.0,,"$30,246",,2.0,2.0,,"$3,900",,4,3.0,"1,930 Sq Ft"
,,,,,,,,,,"$250,000","5613 Kleberg Trl
Austin, TX 78747","3
bed","2
bath","1,643sqft
1,643 square feet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,529 - $2,461","Haven Lake Highlands
7077 Watercrest Pkwy, Dallas, TX 75231","Studio - 3
bed","1 - 2.5
bath","518 - 1,286sqft
518 - 1,286 square feet",pet friendly policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"€4,320",,3,3.0,,"$3,995",,1,1.0,547 Sq Ft,"$332,415","Tartini Plan, Longview 40s - Alley Community
Austin, TX 78617","3
bed","2.5
bath","1,692sqft
1,692 square feet",,"£2,500",,5,2.0,,"$5,609",,1,,,"$1,400",,2.0,1.0,,,,,,,,"$2,910",,1,1.0,,"$3,078",,2,2.0,"1,000 Sq Ft","$4,500",,1.0,1.5,"2,320 Sq Ft","$900 - $1,950","AVA
8303 Skillman St, Dallas, TX 75231","1 - 3
bed","1 - 2
bath","420 - 1,109sqft
420 - 1,109 square feet","PetsOK
pet friendly policy","€1,566",,Studio,1.0,,"£1,225",,1,1.0,,"$4,200",,7.0,2.0,"2,286 Sq Ft",,,,,,,"$7,160",,Studio,1.0,,"$4,290",,1,1.0,"1,646 Sq Ft","€2,508",,1,1.0,19 Sq M,"$2,600",,3,2.5,219 Sq Ft,"$2,853",,4,1.0,,"$11,537",,3,1.0,,"$6,156",,2,2.0,,"¥504,548",,1,,,"$1,300",,3,3.0,,"$8,927",,2.0,2.0,,"$1,500",,2,2.0,"1,005 Sq Ft"
,,,,,,,,,,"$672,990","Edwards Plan, Rees Landing Estates Community
Spicewood, TX 78669","4
bed","3
bath","2,824sqft
2,824 square feet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,100 - $1,880","The Dorchester Apartments
5300 Spring Valley Rd, Dallas, TX 75254","1 - 2
bed","1 - 2
bath","678 - 1,323sqft
678 - 1,323 square feet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
€920,,4,1.0,,"$2,820",,1,1.0,592 Sq Ft,"$1,239 - $1,994","Cortland Onion Creek
1900 Onion Creek Pkwy, Austin, TX 78748","1 - 3
bed","1 - 2
bath","582 - 1,396sqft
582 - 1,396 square feet","PetsOK
pet friendly policy","£2,933",,5,3.0,,"$7,251",,1,,,"$1,500",,1.0,1.0,,,,,,,,"$2,700",,1,1.0,,"$2,105",,1,1.0,757 Sq Ft,"$6,990",,4.0,3.5,"3,499 Sq Ft","$375,000","7704 Hull St
Dallas, TX 75216","3
bed","2
bath","1,500sqft
1,500 square feet",,€700,,6,,,£725,,1,1.0,,"$3,900",,3.0,2.0,,,,,,,,"$2,964",,1,,,"$8,500",,3,4.0,855 Sq Ft,€895,,5,1.0,17 Sq M,"$2,500",,3,2.5,,$780,,3,1.0,,"$2,964",,2,1.0,,"$6,248",,1,4.0,,"¥1,77M",,2,,,"$3,628",,3,2.0,,"$3,709",,1.0,1.0,,"$2,200",,3,2.0,"1,691 Sq Ft"
,,,,,,,,,,"$2,400","901 Sleepy Dell Ln Unit 94
Austin, TX 78748","3
bed","2.5
bath","1,910sqft
1,910 square feet","PetsOK
pet friendly policy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$150,000","11470 Audelia Rd Apt 364
Dallas, TX 75243","3
bed","2
bath","1,237sqft
1,237 square feet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"€15,104",,2,,,"$1,920",,1,1.0,"2,500 Sq Ft","$1,174 - $1,849","The Reserve at Walnut Creek
8038 Exchange Dr, Austin, TX 78754","1 - 2
bed","1 - 2
bath","730 - 1,248sqft
730 - 1,248 square feet","PetsOK
pet friendly policy","£1,625",,5,1.0,,"$7,844",,Studio,,,"$2,950",,4.0,2.0,,,,,,,,$800,,Studio,2.0,,"$2,760",,1,1.0,"1,300 Sq Ft","$2,550",,3.0,2.5,"1,752 Sq Ft","$399,000","5525 Glen Forest Ln
Dallas, TX 75241","4
bed","3.5
bath","2,910sqft
2,910 square feet",,€690,,4,,,£795,,1,1.0,,"$4,500",,4.0,2.5,,,,,,,,"$12,814",,3,,,"$6,150",,1,1.0,"1,034 Sq Ft","€1,095",,3,1.0,,"$1,900",,3,1.0,,"$7,296",,Studio,,,"$10,945",,2,,,"$94,580",,3,3.0,,"¥1,17M",,5,,,"$4,350",,2,2.0,,"$5,258",,2.0,1.0,,"$1,950",,2,2.0,"1,119 Sq Ft"
,,,,,,,,,,"$250,000","5613 Kleberg Trl
Austin, TX 78747","3
bed","2
bath","1,643sqft
1,643 square feet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,276 - $2,558","Gateway East at the Arts District
910 Texas St, Dallas, TX 75204","1 - 3
bed","1 - 2.5
bath","565 - 1,444sqft
565 - 1,444 square feet","PetsOK
pet friendly policy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
€669,,3,,,"$58,950",,7,5.0,,"$332,415","Tartini Plan, Longview 40s - Alley Community
Austin, TX 78617","3
bed","2.5
bath","1,692sqft
1,692 square feet",,£850,,1,1.0,,"$6,704",,Studio,,,"$3,690",,2.0,1.0,,,,,,,,"$2,495",,3,,,"$3,100",,2,2.0,,"$1,790",,2.0,2.0,"1,249 Sq Ft","$1,080 - $1,400","Woodbridge
10702 Stone Canyon Rd, Dallas, TX 75230","1 - 2
bed","1 - 2
bath","751 - 1,150sqft
751 - 1,150 square feet","PetsOK
pet friendly policy",€740,,4,,,"£1,795",,3,1.0,,"$3,200",,3.0,2.5,,,,,,,,"$4,415",,2,,,"$3,200",,1,1.0,,€980,,1,1.0,,"$4,260",,1,,,"$4,239",,1,,,"$71,368",,Studio,,,"$25,948",,5,,,"¥361,013",,Studio,,,"$3,662",,3,,,"$14,267",,2.0,2.0,,"$5,400",,4,4.5,"4,879 Sq Ft"
,,,,,,,,,,"$672,990","Edwards Plan, Rees Landing Estates Community
Spicewood, TX 78669","4
bed","3
bath","2,824sqft
2,824 square feet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,900","18040 Midway Rd Apt 220
Dallas, TX 75287","2
bed","2
bath","1,325sqft
1,325 square feet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
€775,"Sierplein 71, 1065 LN Amsterdam, Netherlands",4,1.0,99 Sq M,"$13,830","Austin, TX",4,2.0,"2,056 Sq Ft","$1,800","2804 Westhill Dr Apt 104
Austin, TX 78704","1
bed","1.5
bath","849sqft
849 square feet","PetsOK
pet friendly policy","£4,715","7 Katie Road, Selly Oak, B29 6JQ, United Kingdom",8,8.0,,"$12,541","Brisbane City, Queensland, Australia",2,2.0,120 Sq Ft,"$1,600","302 Plymouth Avenue, Buffalo, NY 14213, USA",3.0,1.0,"1,100 Sq Ft",,,,,,,"$1,200","1168 Tonawanda Street, Buffalo, NY 14207, USA",2,1.0,"1,217 Sq Ft","$2,650","2839 North Whipple Street, Chicago, IL 60618, USA",2,1.0,"1,600 Sq Ft","$4,950","Preston Hollow Village, Waxing The CIty, 7825 Firefall Way, Dallas, TX 75230, USA",2.0,2.5,"1,994 Sq Ft","$375,000","7704 Hull St
Dallas, TX 75216","3
bed","2
bath","1,500sqft
1,500 square feet",,"€1,729","Borsigallee, 60388 Frankfurt, Germany",1,1.0,21 Sq M,"£1,095","Anderston Quay, Glasgow, G3 8BG, United Kingdom",Studio,1.0,950 Sq Ft,"$2,275","Strathmore Gardens, Aberdeen Township, NJ 07747, USA",2.0,1.0,891 Sq Ft,,,,,,,"$13,362","Melbourne, Victoria, Australia",3,1.0,"3,229 Sq Ft","$20,160","Miami, FL",3,2.0,"1,150 Sq Ft","€1,290","Lohstraße 11, 81543 Munich, Germany",1,1.0,33 Sq M,"$2,600","2652 Church Street, Orlando, FL 32803, USA",3,2.5,"1,711 Sq Ft","$3,016","Hammond, ON K0A 2A0, Canada",1,1.0,750 Sq Ft,"$2,964","Maylands WA 6051, Australia",1,1.0,484 Sq Ft,"$21,981","Darlinghurst NSW 2010, Australia",2,2.0,475 Sq Ft,"¥146,575",MQ87+X3 Tokyo,Studio,1.0,18 Sq M,"$10,598","Toronto, ON M5V 1C1, Canada",2,1.0,750 Sq Ft,"$4,321","Kensington-Cedar Cottage, Vancouver, BC V5N 4J2, Canada",3.0,1.0,450 Sq Ft,"$1,945","1625 Walingwood Drive, North Las Vegas, NV 89031, USA",3,2.5,"1,484 Sq Ft"
,"Voorburgstraat 252B, 1062 JB Amsterdam, Netherlands",,,,,"unnamed road, Travis County, TX 78714, USA",,,,"$1,261 - $1,502","SoNa
7900 San Felipe Blvd, Austin, TX 78729","1 - 2
bed","1 - 2
bath","550 - 917sqft
550 - 917 square feet","PetsOK
pet friendly policy",,"163 Sandy Hill Road, Shirley, B90 2EX, United Kingdom",,,,,"Brisbane City, Queensland, Australia",,,,,"800 West Ferry Street, Buffalo, NY 14222, USA",,,,,,,,,,,"68 Sunset Street, Buffalo, NY 14207, USA",,,,,"4451 North Tripp Avenue, Chicago, IL 60630, USA",,,,,"3811 Vilbig Road, Dallas, TX 75212, USA",,,,"$150,000","11470 Audelia Rd Apt 364
Dallas, TX 75243","3
bed","2
bath","1,237sqft
1,237 square feet",,,"Gref-Völsing-Straße 23, 60314 Frankfurt, Germany",,,,,"Bibi's Cantina, 599-601 Dumbarton Road, Glasgow, G11 6HY, United Kingdom",,,,,"74 Poplar Avenue, Deal, Monmouth County, NJ 07723, USA",,,,,,,,,,,"Sorrento VIC 3943, Australia",,,,,"383 East 4th Street, Sun-Tan Village, Hialeah, FL 33010, USA",,,,,"Romanstraße 28, 80639 Munich, Germany",,,,,"Orlando, FL",,,,,85 Albert Street,,,,,"Joondanna, City Of Stirling, Western Australia, Australia",,,,,"Sydney, New South Wales, Australia",,,,,"Chiyoda, Japan",,,,,"Toronto, Scarborough, CA",,,,,"Chinatown, Vancouver, BC V6A 0C8, Canada",,,,,"3640 East Judson Avenue, North Las Vegas, NV 89030, USA",,,
€815,"Gerrit Rietveldsingel, 1112 ZB Diemen, Netherlands",4,1.0,91 Sq M,"$2,075","7400 Longford Trail, Austin, TX 78754, USA",Studio,2.0,"2,014 Sq Ft","$3,650","7202 Guava Cv
Austin, TX 78750","4
bed","3
bath","2,632sqft
2,632 square feet","PetsOK
pet friendly policy","£1,400","24 Featherstone Crescent, Blossomfield, B90 3RJ, United Kingdom",3,1.0,,"$6,886","Brisbane City, Queensland, Australia",1,1.0,"1,679 Sq Ft","$1,350","104 Richmond Avenue, Buffalo, NY 14222, USA",1.0,1.5,745 Sq Ft,,,,,,,"$1,300",45 South Street,2,1.0,"1,760 Sq Ft","$5,000","3918 N Kedvale Ave, Unit 02N",4,3.0,"3,005 Sq Ft","$6,000","4215 Delano Place, Dallas, TX 75204, USA",3.0,2.5,"2,000 Sq Ft","$399,000","5525 Glen Forest Ln
Dallas, TX 75241","4
bed","3.5
bath","2,910sqft
2,910 square feet",,€745,"Kriegkstraße 33, 60326 Frankfurt, Germany",2,1.0,11 Sq M,£895,"22 Kennedy Path, Glasgow, G4 0PP, United Kingdom",1,1.0,,"$56,000","Point Pleasant Beach, Hawthorne Avenue, Point Pleasant Beach, NJ 08742, USA",4.0,3.0,"1,874 Sq Ft",,,,,,,"$8,893","Port Melbourne VIC 3207, Australia",1,1.0,"2,476 Sq Ft","$3,300","91 Northwest 51st Street, Miami, FL 33127, USA",3,2.0,"1,080 Sq Ft",€820,"Lohstraße 11, 81543 Munich, Germany",4,1.0,17 Sq M,"$5,550","5777 Los Palma Vista Drive, Hunter's Creek, Orange County, FL 32837, USA",3,2.0,"2,165 Sq Ft","$4,280","River Landing Avenue, Ottawa, ON K2J 6E2, Canada",Studio,4.0,"1,712 Sq Ft","$4,423","Subiaco WA 6008, Australia",2,1.0,377 Sq Ft,"$4,743","Paddington NSW 2021, Australia",1,1.0,"1,302 Sq Ft","¥1,67M","Matsudo, Chiba Prefecture, Japan",1,1.0,366 Sq Ft,$900,"Spadina, Toronto, ON M5V 3T5, Canada",1,1.0,"2,500 Sq Ft","$7,419","South Cambie, Vancouver, BC V5V 1T6, Canada",2.0,2.0,"1,250 Sq Ft","$2,025","11799 Golden Moments Avenue, Las Vegas, NV 89138, USA",4,3.0,"3,225 Sq Ft"
,"Bestevâerstraat 242-2, 1055 TT Amsterdam, Netherlands",,,,,"4801 Springdale Road, Unit 1110",,,,"$250,000","5613 Kleberg Trl
Austin, TX 78747","3
bed","2
bath","1,643sqft
1,643 square feet",,,"133 Warwards Lane, Stirchley, B29 7QX, United Kingdom",,,,,"Spring Hill, Brisbane City, Queensland, Australia",,,,,"89 Lisbon Avenue, Buffalo, NY 14214, USA",,,,,,,,,,,"77 North Johnson Park, Buffalo, NY 14201, USA",,,,,"4034 N Ashland Ave, Unit CL#4034-W2",,,,,"4220 Cole Avenue, Dallas, TX 75221, USA",,,,"$1,399 - $1,450","Garrett On The Green
1417 N Garrett Ave, Dallas, TX 75206","1
bed","1
bath","634 - 762sqft
634 - 762 square feet","PetsOK
pet friendly policy",,"Amelia-Mary-Earhart-Straße 5, 60549 Frankfurt, Germany",,,,,"9-15 Buccleuch Street, Glasgow, G3 6SJ, United Kingdom",,,,,"68 1st Avenue, Manasquan, Monmouth County, NJ 08736, USA",,,,,,,,,,,"Capel Sound VIC 3940, Australia",,,,,"Miami, FL",,,,,"Fallstraße 42, 81369 Munich, Germany",,,,,"10450 Henbury Street, Orange County, FL 32832, USA",,,,,"255 York Street, Ottawa, ON K1N 5T9, Canada",,,,,"Perth, City of Perth, Australia",,,,,"Enmore NSW 2042, Australia",,,,,"Shinjuku, 160-0022, Japan",,,,,"Downsview-Roding-CFB, Toronto, ON M3K 2B8, Canada",,,,,"Robson Street, Vancouver, BC V6E 4P5, Canada",,,,,"8312 Jo Marcy Drive, Las Vegas, NV 89131, USA",,,
